AssetName,PackagePath,IsSkeletalMesh,LODCount,LOD0Vertices,MaterialSlots,UniqueTextures,MaxTextureResolution,AverageTextureResolution,UVChannels,GenerateLightmapUVs,MinLightmapResolution,MaxBoundsLengthM
"SM_WheelBarrow_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,4034,2,10,2048,1740.800,1,True,128,1.938
"SM_Wheel_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1356,1,7,2048,1609.143,1,True,48,0.625
"SM_Well_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,4526,1,8,2048,1536.000,1,True,64,1.355
"SM_Well_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1642,1,8,2048,1536.000,1,True,64,1.024
"SM_WeaverBasket_Spice_05d","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,452,2,10,2048,1740.800,1,True,32,0.317
"SM_WeaverBasket_Spice_05c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,480,2,10,2048,1740.800,1,True,32,0.288
"SM_WeaverBasket_Spice_05b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,452,2,10,2048,1740.800,1,True,32,0.317
"SM_WeaverBasket_Spice_05a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,452,2,10,2048,1740.800,1,True,32,0.317
"SM_WeaverBasket_Spice_04d","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,465,2,10,2048,1740.800,1,True,32,0.288
"SM_WeaverBasket_Spice_04c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,452,2,10,2048,1740.800,1,True,32,0.317
"SM_WeaverBasket_Spice_04b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,480,2,10,2048,1740.800,1,True,32,0.288
"SM_WeaverBasket_Spice_04a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,494,2,10,2048,1740.800,1,True,32,0.288
"SM_WeaverBasket_Spice_03d","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,468,2,10,2048,1740.800,1,True,32,0.519
"SM_WeaverBasket_Spice_03c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,468,2,10,2048,1740.800,1,True,32,0.519
"SM_WeaverBasket_Spice_03b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,468,2,10,2048,1740.800,1,True,32,0.519
"SM_WeaverBasket_Spice_03a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,484,2,10,2048,1740.800,1,True,32,0.519
"SM_WeaverBasket_Spice_02d","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,469,2,10,2048,1740.800,1,True,32,0.648
"SM_WeaverBasket_Spice_02c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,455,2,10,2048,1740.800,1,True,32,0.648
"SM_WeaverBasket_Spice_02b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,471,2,10,2048,1740.800,1,True,32,0.648
"SM_WeaverBasket_Spice_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,492,2,10,2048,1740.800,1,True,32,0.648
"SM_WeaverBasket_Spice_01d","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,459,2,10,2048,1740.800,1,True,32,0.513
"SM_WeaverBasket_Spice_01c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,459,2,10,2048,1740.800,1,True,32,0.513
"SM_WeaverBasket_Spice_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,459,2,10,2048,1740.800,1,True,32,0.513
"SM_WeaverBasket_Spice_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,459,2,10,2048,1740.800,1,True,32,0.513
"SM_WeaverBasket_05a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,341,1,7,2048,1609.143,1,True,32,0.288
"SM_WeaverBasket_04a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,427,1,7,2048,1609.143,1,True,32,0.317
"SM_WeaverBasket_03a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,321,1,7,2048,1609.143,1,True,32,0.519
"SM_WeaverBasket_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,329,1,7,2048,1609.143,1,True,32,0.648
"SM_WeaverBasket_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,435,1,7,2048,1609.143,1,True,32,0.513
"SM_Watermelon_01c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,241,1,7,2048,1609.143,1,True,32,0.528
"SM_Watermelon_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,122,2,7,2048,1609.143,1,True,16,0.269
"SM_Watermelon_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,207,1,7,2048,1609.143,1,True,32,0.355
"SM_Waterfall","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,1,200,1,2,2048,2048.000,1,True,64,8.910
"SM_Table_Wood_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,432,1,7,2048,1609.143,1,True,128,2.074
"SM_Table_Wood_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,2960,1,7,2048,1609.143,1,True,96,1.010
"SM_Table_Stone_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,5876,1,7,2048,1609.143,1,True,128,1.744
"SM_Stool_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,123,1,7,2048,1609.143,1,True,32,0.686
"SM_Shelf_Wood_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,876,1,7,2048,1609.143,1,True,128,2.661
"SM_Rug_03g","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1107,1,7,2048,1609.143,1,True,64,1.935
"SM_Rug_03f","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1104,1,7,2048,1609.143,1,True,64,1.554
"SM_Rug_03e","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1105,1,7,2048,1609.143,1,True,64,1.945
"SM_Rug_03d","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1106,1,7,2048,1609.143,1,True,64,1.572
"SM_Rug_03c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,651,1,7,2048,1609.143,1,True,48,1.898
"SM_Rug_03b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1104,1,7,2048,1609.143,1,True,64,2.795
"SM_Rug_03a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,136,1,7,2048,1609.143,1,True,96,2.800
"SM_Rug_02g","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1107,1,7,2048,1609.143,1,True,64,1.940
"SM_Rug_02f","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1109,1,7,2048,1609.143,1,True,64,1.554
"SM_Rug_02e","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1109,1,7,2048,1609.143,1,True,64,1.945
"SM_Rug_02d","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1109,1,7,2048,1609.143,1,True,64,1.572
"SM_Rug_02c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,649,1,7,2048,1609.143,1,True,48,1.903
"SM_Rug_02b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1106,1,7,2048,1609.143,1,True,64,2.805
"SM_Rug_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,136,1,7,2048,1609.143,1,True,96,2.800
"SM_Rug_01g","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1107,1,7,2048,1609.143,1,True,64,1.950
"SM_Rug_01f","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1105,1,7,2048,1609.143,1,True,64,1.554
"SM_Rug_01e","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1106,1,7,2048,1609.143,1,True,64,1.945
"SM_Rug_01d","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1105,1,7,2048,1609.143,1,True,64,1.572
"SM_Rug_01c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,649,1,7,2048,1609.143,1,True,48,1.913
"SM_Rug_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1103,1,7,2048,1609.143,1,True,64,2.797
"SM_Rug_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,136,1,7,2048,1609.143,1,True,96,2.800
"SM_Rope_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,1,61,1,7,4096,2486.857,1,True,16,0.500
"SM_Roof_Wood_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,840,1,7,2048,1609.143,1,True,192,4.358
"SM_Pot_Pattern_05a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,741,1,8,2048,1664.000,1,True,32,0.524
"SM_Pot_Pattern_04a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,770,1,8,2048,1664.000,1,True,48,0.665
"SM_Pot_Pattern_03a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,756,1,8,2048,1664.000,1,True,32,0.592
"SM_Pot_Pattern_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,874,1,8,2048,1664.000,1,True,32,0.404
"SM_Pot_Pattern_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,891,1,8,2048,1664.000,1,True,48,0.471
"SM_Porcelain_03c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,839,1,8,2048,1664.000,1,True,32,0.666
"SM_Porcelain_03b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,925,1,8,2048,1664.000,1,True,32,0.699
"SM_Porcelain_03a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1559,1,8,2048,1664.000,1,True,32,0.664
"SM_Porcelain_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1359,1,8,2048,1664.000,1,True,32,0.193
"SM_Porcelain_01c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1092,1,8,2048,1664.000,1,True,32,0.430
"SM_Porcelain_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,861,1,8,2048,1664.000,1,True,32,0.300
"SM_Porcelain_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,1,592,1,8,2048,1664.000,1,True,16,0.242
"SM_Pomegranate_01c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,1,447,1,7,2048,1609.143,1,True,16,0.205
"SM_Pomegranate_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,119,1,7,2048,1609.143,1,True,16,0.107
"SM_Pomegranate_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,379,1,7,2048,1609.143,1,True,16,0.113
"SM_Pillow_03b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1280,1,7,2048,1609.143,1,True,32,0.723
"SM_Pillow_03a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1280,1,7,2048,1609.143,1,True,32,0.719
"SM_Pillow_02b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1268,1,7,2048,1609.143,1,True,32,0.531
"SM_Pillow_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1268,1,7,2048,1609.143,1,True,32,0.535
"SM_Pillow_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1280,1,7,2048,1609.143,1,True,32,0.614
"SM_Pillow_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1280,1,7,2048,1609.143,1,True,32,0.613
"SM_Pallate_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,576,1,7,2048,1609.143,1,True,128,1.723
"SM_Pallate_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,576,1,7,2048,1609.143,1,True,128,1.696
"SM_Paddle_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,160,1,7,2048,1609.143,1,True,16,1.305
"SM_Naan_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,436,1,7,2048,1609.143,1,True,16,0.202
"SM_Naan_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,187,1,7,2048,1609.143,1,True,16,0.163
"SM_Metalware_04b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,2504,1,8,2048,1664.000,1,True,64,0.606
"SM_Metalware_04a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,626,1,8,2048,1664.000,1,True,48,0.606
"SM_Metalware_03b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1824,1,8,2048,1664.000,1,True,64,0.570
"SM_Metalware_03a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,456,1,8,2048,1664.000,1,True,32,0.569
"SM_Metalware_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,665,1,8,2048,1664.000,1,True,32,0.615
"SM_Metalware_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,665,1,8,2048,1664.000,1,True,32,0.615
"SM_Melon_01c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,250,1,7,2048,1609.143,1,True,32,0.509
"SM_Melon_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,134,1,7,2048,1609.143,1,True,16,0.269
"SM_Melon_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,205,1,7,2048,1609.143,1,True,32,0.299
"SM_Lamp_03a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,253,1,7,2048,1609.143,1,True,24,0.316
"SM_Lamp_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,464,1,7,2048,1609.143,1,True,32,0.280
"SM_Lamp_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1390,1,7,2048,1609.143,1,True,64,0.774
"SM_GroundPatch_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,1,1474,1,8,2048,1416.000,2,True,32,1.123
"SM_Furnace_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,4892,1,7,4096,2486.857,1,True,192,4.193
"SM_FlourSack_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,1731,1,7,4096,2486.857,1,True,64,0.843
"SM_Flour_Small_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,100,1,8,4096,2184.000,1,True,16,0.426
"SM_Flour_Med_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,243,1,8,4096,2184.000,1,True,32,0.825
"SM_Flour_Large_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,335,1,8,4096,2184.000,1,True,48,1.110
"SM_CrateLid_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,1,24,1,7,2048,1609.143,1,True,32,0.593
"SM_Cover_Wood_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,504,1,7,2048,1609.143,1,True,80,2.180
"SM_Cover_03b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,3338,2,12,4096,2048.000,1,True,192,4.677
"SM_Cover_03a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,3632,2,11,2048,1675.636,1,True,192,4.677
"SM_Cover_02b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,1,529,1,9,4096,2048.000,1,True,64,4.613
"SM_Cover_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,1,529,1,9,4096,2048.000,1,True,64,4.091
"SM_Cover_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,663,1,8,2048,1536.000,1,True,64,4.613
"SM_Cover_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,667,1,8,2048,1536.000,1,True,64,4.091
"SM_CobblePatch_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,1,1418,1,11,4096,1960.727,1,True,96,3.913
"SM_Claypot_05a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,749,1,7,2048,1609.143,1,True,32,0.524
"SM_Claypot_04a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,774,1,7,2048,1609.143,1,True,32,0.665
"SM_Claypot_03a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,756,1,7,2048,1609.143,1,True,32,0.592
"SM_Claypot_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,874,1,7,2048,1609.143,1,True,32,0.404
"SM_Claypot_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Prop",False,7,891,1,7,2048,1609.143,1,True,48,0.471
"SM_MERGED_Wall_Tower_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Merged",False,1,1774,2,24,4096,2218.667,2,True,256,32.000
"SM_MERGED_Wall_Tower_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Merged",False,1,2446,3,27,4096,2199.704,2,True,256,32.995
"SM_MERGED_Tower_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Merged",False,1,41106,6,32,4096,2144.000,2,True,256,33.420
"SM_MERGED_Rope","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Merged",False,1,29621,1,7,4096,2486.857,2,True,256,54.351
"SM_Wood_Plank_01b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,40,1,7,2048,1609.143,1,True,32,1.499
"SM_Wood_Plank_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,40,1,7,2048,1609.143,1,True,48,1.499
"SM_Wood_Peg_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,34,1,7,2048,1609.143,1,True,64,0.565
"SM_Wood_Curved_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,270,1,7,2048,1609.143,1,True,64,1.116
"SM_Wood_Beam_4m_03a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,130,1,7,2048,1609.143,1,True,96,4.000
"SM_Wood_Beam_4m_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,56,1,7,2048,1609.143,1,True,96,3.979
"SM_Wood_Beam_4m_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,56,1,7,2048,1609.143,1,True,96,3.981
"SM_Wood_Beam_2m_03a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,136,1,7,2048,1609.143,1,True,64,2.000
"SM_Wood_Beam_2m_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,56,1,7,2048,1609.143,1,True,64,1.982
"SM_Wood_Beam_2m_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,56,1,7,2048,1609.143,1,True,64,2.000
"SM_WindowPanel_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,30,1,4,2048,2048.000,1,True,32,1.839
"SM_WindowPanel_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,12,1,4,2048,2048.000,1,True,32,2.071
"SM_Window_Wood_05a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,240,1,7,2048,1609.143,2,False,0,2.041
"SM_Window_Wood_04a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,5032,1,7,2048,1609.143,1,True,192,4.000
"SM_Window_Wood_03a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,2028,2,11,2048,1768.727,1,True,160,3.159
"SM_Window_Wood_02a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,590,2,11,2048,1768.727,1,True,128,3.205
"SM_Window_Wood_01a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,668,2,11,2048,1768.727,1,True,128,1.975
"SM_Window_05a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,4674,2,25,4096,2170.880,2,True,192,4.000
"SM_Window_04d","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,1,1874,3,29,4096,2153.931,1,True,64,4.000
"SM_Window_04c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,1,1873,3,29,4096,2153.931,1,True,64,4.000
"SM_Window_04b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,1844,2,25,4096,2170.880,1,True,192,4.000
"SM_Window_04a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,1843,2,25,4096,2170.880,1,True,160,4.000
"SM_Window_03d","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,596,3,29,4096,2153.931,1,True,64,4.000
"SM_Window_03c","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,608,3,29,4096,2153.931,1,True,64,4.000
"SM_Window_03b","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,584,2,25,4096,2170.880,1,True,192,4.000
"SM_Window_03a","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,596,2,25,4096,2170.880,1,True,160,4.000
"SM_Window_02d","/Game/Bazaar_Meshingun/Environment/Assets/Mesh/Architecture",False,7,222,2,20,4096,1945.600,1,True,64,4.000
